periodo,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_depto_ubicacion,cole_mcpio_ubicacion,estu_genero,fami_estratovivienda,fami_personashogar,fami_tienecomputador,fami_tieneinternet,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20132,SB11201320520190,URBANO,,A,MIXTO,SABATINA,OFICIAL,BOYACA,DUITAMA,F,Estrato 1,Seis,No,No,A-,39.0,55.0,,,,
20194,SB11201940524052,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,7 a 8,Si,Si,A-,46.0,54.0,35.0,31.0,55.0,220.0
20194,SB11201940524052,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,7 a 8,Si,Si,A-,46.0,54.0,35.0,31.0,55.0,220.0
20162,SB11201620562527,URBANO,N,A,MIXTO,TARDE,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 3,Cuatro,No,No,A1,53.0,50.0,47.0,58.0,43.0,250.0
20122,SB11201220031996,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,TUCHÍN,F,Estrato 1,Siete,No,No,A-,34.0,39.0,,,,
20194,SB11201940536346,RURAL,,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,DOSQUEBRADAS,M,Estrato 2,3 a 4,Si,Si,A-,33.0,41.0,34.0,37.0,37.0,185.0
20194,SB11201940536346,RURAL,,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,DOSQUEBRADAS,M,Estrato 2,3 a 4,Si,Si,A-,33.0,41.0,34.0,37.0,37.0,185.0
20142,SB11201420467062,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,JAMUNDI,F,Estrato 1,Cinco,No,No,A1,53.0,52.0,48.0,49.0,41.0,240.0
20142,SB11201420385844,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,RICAURTE,M,Estrato 3,Cinco,Si,Si,A1,58.0,62.0,67.0,76.0,61.0,329.0
20112,SB11201120016618,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,EL PLAYÓN,F,Estrato 2,Cuatro,No,No,A-,41.0,46.0,,,,
20142,SB11201420246307,URBANO,N,A,MIXTO,NOCHE,OFICIAL,NARIÑO,TUQUERRES,M,Estrato 1,Cinco,No,No,A1,52.0,48.0,36.0,52.0,45.0,229.0
20132,SB11201320011433,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 4,Cuatro,Si,Si,B1,71.0,75.0,,,,
20142,SB11201420347033,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,META,VILLAVICENCIO,F,Estrato 2,Ocho,Si,No,A-,45.0,52.0,47.0,46.0,48.0,240.0
20142,SB11201420244737,URBANO,N,A,MIXTO,TARDE,OFICIAL,CALDAS,MANIZALES,M,Estrato 2,Seis,Si,Si,A1,57.0,50.0,49.0,48.0,47.0,246.0
20142,SB11201420292876,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,TIERRALTA,F,Estrato 1,Seis,No,No,A-,44.0,45.0,36.0,39.0,38.0,199.0
20102,SB11201020287301,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,Ocho,Si,Si,A2,66.95,60.91,,,,
20172,SB11201720435884,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,3 a 4,Si,Si,A2,58.0,56.0,41.0,60.0,55.0,267.0
20102,SB11201020346718,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 4,Cuatro,Si,Si,A2,67.41,55.89,,,,
20162,SB11201620269736,URBANO,N,A,MIXTO,TARDE,OFICIAL,NORTE SANTANDER,OCAÑA,M,Estrato 1,Tres,Si,Si,A-,47.0,57.0,49.0,56.0,58.0,272.0
20112,SB11201120251851,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CASANARE,SAN LUIS DE PALENQUE,F,Estrato 2,Cuatro,Si,Si,A1,43.0,56.0,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20102,SB11201020108046,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,Si,Si,B1,73.24,63.02,,,,
20131,SB11201310065954,URBANO,N,A,MIXTO,NOCHE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 1,Cinco,No,Si,A1,45.0,23.0,,,,
20142,SB11201420423409,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 2,Dos,Si,Si,A1,55.0,61.0,53.0,66.0,63.0,302.0
20161,SB11201610040978,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 3,Tres,Si,Si,A2,64.0,71.0,68.0,78.0,69.0,355.0
20172,SB11201720493898,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,NORTE SANTANDER,CUCUTA,M,Estrato 2,3 a 4,Si,Si,A1,51.0,42.0,58.0,54.0,49.0,254.0
20152,SB11201520266526,RURAL,,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,SAN JUAN DE URABA,F,Estrato 1,Cinco,No,No,A-,46.0,54.0,40.0,50.0,50.0,242.0
20162,SB11201620161834,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,CUCUTA,F,Estrato 1,Tres,Si,No,A2,60.0,54.0,58.0,60.0,48.0,276.0
20122,SB11201220459689,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,CAJICÁ,F,Estrato 2,Cinco,No,Si,A-,43.0,56.0,,,,
20142,SB11201420154673,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Tres,Si,Si,A-,41.0,45.0,45.0,53.0,45.0,233.0
20194,SB11201940180107,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOYACA,GUATEQUE,F,Estrato 3,5 a 6,Si,Si,A-,45.0,55.0,53.0,49.0,49.0,255.0
20194,SB11201940180107,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOYACA,GUATEQUE,F,Estrato 3,5 a 6,Si,Si,A-,45.0,55.0,53.0,49.0,49.0,255.0
20102,SB11201020036325,RURAL,,A,MIXTO,MAÑANA,OFICIAL,SUCRE,OVEJAS,F,Estrato 1,Seis,No,No,A-,40.14,50.67,,,,
20122,SB11201220054470,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CUNDINAMARCA,VILLETA,F,Estrato 1,Tres,Si,No,A-,36.0,39.0,,,,
20132,SB11201320514677,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,M,Estrato 2,Siete,Si,Si,A1,43.0,37.0,,,,
20111,SB11201110028250,RURAL,S,B,MIXTO,COMPLETA,NO OFICIAL,QUINDIO,SALENTO,M,Estrato 6,Tres,Si,Si,B+,91.71,72.36,,,,
20194,SB11201940129020,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,FUSAGASUGÁ,M,Estrato 1,3 a 4,Si,No,A-,44.0,75.0,62.0,64.0,61.0,319.0
20194,SB11201940129020,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,FUSAGASUGÁ,M,Estrato 1,3 a 4,Si,No,A-,44.0,75.0,62.0,64.0,61.0,319.0
20102,SB11201020441464,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,VALLEDUPAR,F,Estrato 1,Cinco,No,No,A-,36.8,25.39,,,,
20112,SB11201120509969,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SINCELEJO,F,Estrato 2,Tres,No,No,A-,41.0,55.0,,,,
20194,SB11201940524562,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,LA GUAJIRA,HATONUEVO,M,Sin Estrato,3 a 4,No,No,A-,29.0,25.0,30.0,46.0,34.0,167.0
20194,SB11201940524562,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,LA GUAJIRA,HATONUEVO,M,Sin Estrato,3 a 4,No,No,A-,29.0,25.0,30.0,46.0,34.0,167.0
20132,SB11201320100543,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 1,Siete,No,No,A-,43.0,50.0,,,,
20172,SB11201720379007,URBANO,,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 3,5 a 6,Si,Si,B1,75.0,50.0,58.0,55.0,58.0,284.0
20142,SB11201420108754,RURAL,,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,CARMEN DE VIBORAL,F,Estrato 1,Diez,No,No,A-,44.0,43.0,32.0,38.0,40.0,193.0
20162,SB11201620371732,URBANO,S,A,MIXTO,MAÑANA,OFICIAL,CHOCO,ISTMINA,M,Estrato 1,Seis,Si,No,A1,51.0,53.0,49.0,44.0,53.0,250.0
20132,SB11201320144787,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 3,Ocho,Si,Si,B1,68.0,62.0,,,,
20171,SB11201710030553,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,PALMIRA,M,Estrato 3,3 a 4,Si,Si,A1,54.0,51.0,42.0,50.0,54.0,248.0
20122,SB11201220562523,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TARAZÁ,F,Estrato 2,Cinco,No,No,A2,60.0,58.0,,,,
20122,SB11201220315668,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Seis,No,No,A-,36.0,43.0,,,,
20152,SB11201520261837,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,M,Estrato 3,Siete,Si,Si,A-,43.0,55.0,61.0,51.0,47.0,263.0
20132,SB11201320453503,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,LA UNIÓN,F,Estrato 2,Cinco,Si,No,A-,43.0,50.0,,,,
20132,SB11201320103746,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 3,Cinco,Si,Si,A1,48.0,43.0,,,,
20162,SB11201620494322,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,URAMITA,F,Estrato 1,Tres,No,No,A-,46.0,40.0,45.0,50.0,48.0,230.0
20152,SB11201520217579,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,SAN CARLOS,F,Estrato 1,Cinco,No,No,A-,44.0,28.0,36.0,50.0,44.0,199.0
20142,SB11201420556573,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,Cuatro,No,Si,A1,57.0,66.0,66.0,58.0,63.0,314.0
20172,SB11201720076537,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,VALLEDUPAR,M,Estrato 3,5 a 6,Si,Si,A2,66.0,73.0,61.0,67.0,63.0,330.0
20142,SB11201420014773,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 2,Cuatro,Si,Si,A1,52.0,58.0,61.0,60.0,52.0,287.0
20162,SB11201620310680,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Cuatro,Si,Si,A1,53.0,50.0,44.0,45.0,55.0,245.0
20122,SB11201220115977,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,M,Estrato 5,Cinco,Si,Si,B1,72.0,55.0,,,,
20112,SB11201120408771,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,MANIZALES,M,Estrato 3,Cuatro,Si,Si,A-,36.0,32.0,,,,
20122,SB11201220195895,URBANO,N,A,MASCULINO,MAÑANA,OFICIAL,NORTE SANTANDER,EL CARMEN,F,Estrato 2,Seis,No,No,A1,47.0,49.0,,,,
20122,SB11201220195895,URBANO,N,A,MASCULINO,MAÑANA,OFICIAL,NORTE SANTANDER,EL CARMEN,F,Estrato 2,Seis,No,No,A1,47.0,49.0,,,,
20122,SB11201220195895,URBANO,N,A,MASCULINO,MAÑANA,OFICIAL,NORTE SANTANDER,EL CARMEN,F,Estrato 2,Seis,No,No,A1,47.0,49.0,,,,
20201,SB11202010018347,RURAL,S,B,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,LA ESTRELLA,M,Estrato 4,3 a 4,Si,Si,B+,81.0,74.0,55.0,61.0,70.0,331.0
20101,SB11201010112665,RURAL,N,B,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,CHÍA,M,Estrato 4,Cinco,Si,Si,B1,62.69,59.93,,,,
20172,SB11201720446981,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,BUGA,F,Estrato 1,1 a 2,Si,No,A1,50.0,46.0,56.0,51.0,56.0,260.0
20132,SB11201320175179,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 3,Tres,Si,No,A1,47.0,47.0,,,,
20132,SB11201320373834,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,QUINDIO,CIRCASIA,M,Estrato 1,Cinco,No,No,A1,51.0,43.0,,,,
20122,SB11201220451312,URBANO,N,A,MIXTO,TARDE,OFICIAL,CORDOBA,CHINÚ,F,Estrato 1,Cuatro,No,No,A-,38.0,46.0,,,,
20102,SB11201020353744,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 3,Cinco,Si,Si,B1,82.38,53.16,,,,
20224,SB11202240270324,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,PALMIRA,M,Estrato 2,3 a 4,Si,Si,A2,64.0,71.0,68.0,66.0,69.0,341.0
20131,SB11201310018851,URBANO,S,B,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,PUERTO COLOMBIA,F,Estrato 5,Cinco,Si,Si,B1,72.0,51.0,,,,
20132,SB11201320175267,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Cinco,Si,Si,A1,47.0,57.0,,,,
20132,SB11201320342760,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,MOSQUERA,M,Estrato 3,Cuatro,Si,Si,A1,48.0,65.0,,,,
20162,SB11201620196429,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA MARTA,F,Estrato 1,Cuatro,No,No,A1,52.0,45.0,57.0,57.0,61.0,275.0
20102,SB11201020480753,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,MOSQUERA,M,Estrato 2,Cinco,Si,Si,A1,56.09,53.16,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20122,SB11201220171327,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,PASTO,M,Estrato 1,Seis,Si,No,B1,70.0,61.0,,,,
20132,SB11201320202746,URBANO,N,A,MIXTO,TARDE,OFICIAL,CALDAS,MANIZALES,F,Estrato 3,Seis,Si,Si,A1,52.0,44.0,,,,
20152,SB11201520467530,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,ACACIAS,F,Estrato 1,Nueve,Si,No,A-,44.0,54.0,78.0,68.0,80.0,340.0
20132,SB11201320019111,URBANO,N,A,MIXTO,NOCHE,OFICIAL,CAUCA,CORINTO,F,Estrato 1,Cinco,No,No,A1,43.0,50.0,,,,
20122,SB11201220185680,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,NORTE SANTANDER,CÚCUTA,M,Estrato 2,Ocho,Si,Si,A-,40.0,35.0,,,,
20152,SB11201520149896,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,LA GUAJIRA,SAN JUAN DEL CESAR,F,Estrato 2,Cinco,Si,Si,A1,57.0,47.0,50.0,49.0,43.0,240.0
20132,SB11201320588473,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,DOSQUEBRADAS,F,Estrato 1,Cuatro,No,No,A-,26.0,41.0,,,,
20132,SB11201320331312,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,GUACHENÉ,M,Estrato 1,Cinco,Si,No,A-,40.0,46.0,,,,
20132,SB11201320140415,URBANO,N,A,MIXTO,SABATINA,OFICIAL,META,GRANADA,M,Estrato 1,Tres,No,No,A-,39.0,40.0,,,,
20152,SB11201520462438,URBANO,N,A,MIXTO,NOCHE,OFICIAL,LA GUAJIRA,URIBIA,F,Estrato 1,Cinco,No,No,A1,58.0,23.0,32.0,43.0,41.0,183.0
20172,SB11201720534890,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,LEIVA,M,Estrato 4,3 a 4,No,No,A-,41.0,35.0,39.0,44.0,45.0,204.0
20152,SB11201520484171,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,LA GUAJIRA,MANAURE,M,Estrato 1,Cuatro,No,No,A-,41.0,44.0,46.0,49.0,44.0,227.0
20172,SB11201720272028,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,BELLO,M,Estrato 1,5 a 6,Si,Si,A-,34.0,31.0,42.0,36.0,50.0,197.0
20112,SB11201120160035,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,SAN ROQUE,F,Estrato 2,Cuatro,No,No,A-,36.0,31.0,,,,
20152,SB11201520182132,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cinco,Si,Si,A1,54.0,62.0,57.0,56.0,53.0,284.0
20142,SB11201420306415,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 1,Cinco,Si,Si,A-,39.0,45.0,44.0,37.0,38.0,204.0
20102,SB11201020038794,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUÉ,M,Estrato 2,Cinco,No,No,A-,44.51,35.59,,,,
20112,SB11201120449182,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,CERETÉ,F,Estrato 2,Cinco,Si,No,A-,36.0,49.0,,,,
20112,SB11201120366987,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,Estrato 1,Cuatro,No,No,A-,34.0,39.0,,,,
20162,SB11201620500674,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 3,Cinco,Si,Si,B1,73.0,58.0,58.0,58.0,66.0,306.0
20132,SB11201320182877,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,QUÍPAMA,M,Estrato 1,Cuatro,No,No,A-,43.0,55.0,,,,
20194,SB11201940585970,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,TIQUISIO,M,Estrato 2,1 a 2,No,No,A-,47.0,40.0,38.0,37.0,46.0,204.0
20194,SB11201940585970,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,TIQUISIO,M,Estrato 2,1 a 2,No,No,A-,47.0,40.0,38.0,37.0,46.0,204.0
20132,SB11201320468640,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,AMAZONAS,PUERTO NARIÑO,M,Estrato 1,Tres,No,No,A-,40.0,33.0,,,,
20194,SB11201940098265,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TURBO,F,Estrato 1,3 a 4,Si,Si,A-,36.0,37.0,35.0,33.0,54.0,197.0
20194,SB11201940098265,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TURBO,F,Estrato 1,3 a 4,Si,Si,A-,36.0,37.0,35.0,33.0,54.0,197.0
20194,SB11201940110986,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,MAGDALENA,SANTA MARTA,M,Estrato 3,3 a 4,Si,Si,A1,49.0,42.0,34.0,41.0,45.0,206.0
20194,SB11201940110986,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,MAGDALENA,SANTA MARTA,M,Estrato 3,3 a 4,Si,Si,A1,49.0,42.0,34.0,41.0,45.0,206.0
20151,SB11201510105322,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Cinco,Si,Si,A-,47.0,48.0,54.0,52.0,52.0,256.0
20112,SB11201120058763,URBANO,,A,MIXTO,MAÑANA,OFICIAL,CHOCO,QUIBDÓ,M,Estrato 1,Seis,No,No,A-,39.0,39.0,,,,
20142,SB11201420394385,RURAL,N,A,MIXTO,SABATINA,OFICIAL,BOYACA,TOCA,M,Estrato 2,Tres,No,No,A-,41.0,47.0,17.0,21.0,0.0,114.0
20112,SB11201120001210,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,DOSQUEBRADAS,F,Estrato 2,Cuatro,No,No,A-,41.0,52.0,,,,
20162,SB11201620018120,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 4,Cuatro,Si,Si,A2,68.0,67.0,66.0,63.0,63.0,325.0
20162,SB11201620018120,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 4,Cuatro,Si,Si,A2,68.0,67.0,66.0,63.0,63.0,325.0
20162,SB11201620402807,URBANO,N,A,MIXTO,NOCHE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cuatro,Si,Si,A2,61.0,56.0,50.0,50.0,48.0,259.0
20162,SB11201620477450,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,CUNDINAMARCA,FACATATIVA,M,Estrato 2,Ocho,Si,Si,A1,54.0,39.0,45.0,51.0,39.0,220.0
20194,SB11201940100530,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,,5 a 6,No,,A-,37.0,38.0,33.0,33.0,34.0,173.0
20194,SB11201940100530,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,,5 a 6,No,,A-,37.0,38.0,33.0,33.0,34.0,173.0
20132,SB11201320131403,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,ARBOLEDA,M,Estrato 1,Cuatro,Si,Si,A1,45.0,52.0,,,,
20112,SB11201120024438,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,SAN GIL,M,Estrato 1,Cuatro,No,No,A-,41.0,69.0,,,,
20132,SB11201320521977,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,MANIZALES,F,Estrato 2,Una,Si,Si,A1,45.0,50.0,,,,
20152,SB11201520247394,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CASANARE,YOPAL,F,Estrato 2,Cuatro,Si,Si,A1,50.0,54.0,52.0,39.0,49.0,243.0
20132,SB11201320229531,URBANO,,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 1,Tres,Si,Si,A1,47.0,37.0,,,,
20122,SB11201220106933,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,Si,Si,A1,43.0,65.0,,,,
20152,SB11201520518516,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,APARTADO,F,Estrato 1,Cinco,No,No,A-,44.0,26.0,34.0,40.0,32.0,169.0
20194,SB11201940435991,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 3,5 a 6,Si,Si,A-,47.0,44.0,42.0,39.0,55.0,226.0
20194,SB11201940435991,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 3,5 a 6,Si,Si,A-,47.0,44.0,42.0,39.0,55.0,226.0
20102,SB11201020466811,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,CUNDINAMARCA,CHÍA,F,Estrato 3,Tres,Si,No,A-,42.07,39.25,,,,
20162,SB11201620059683,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 1,Cuatro,Si,Si,A1,56.0,61.0,70.0,63.0,75.0,331.0
20112,SB11201120198579,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,VILLA DEL ROSARIO,F,Estrato 1,Cuatro,Si,No,A-,43.0,45.0,,,,
